station,station_key,reach_id,terminal_tree_id,year,month,tn_mg_l,downstream_fraction_on_reach,lon,lat,observation_product,quality_flags,prepared_source_file,prepared_source_row,source_provenance_tier,raw_workbook_record_link_status,primary_gate,primary_exclusion_reason,observation_id,original_primary_gate,station_type,boundary_evidence,reservoir_index,observation_operator,sampling_date_status,global_reach_id,global_reservoir_index,basin
三溪桥,三溪桥,30,56,2023,1,2.63,0.8066955700987685,112.8706,25.2818,formal_2016_2024,[],E:\SPARROW\0_water_quality\data\preprocess\csv\三溪桥.csv,86.0,prepared_authoritative_station_csv,missing_section_code_and_raw_row_link,True,,82,True,ordinary_internal,registered reach geometry; frozen river-domain eligibility,-1,registered_monthly_flux_weighted_baseline,month_only_unverified_aggregation,95,-1,Beijiang
三溪桥,三溪桥,30,56,2023,12,1.84,0.8066955700987685,112.8706,25.2818,formal_2016_2024,[],E:\SPARROW\0_water_quality\data\preprocess\csv\三溪桥.csv,97.0,prepared_authoritative_station_csv,missing_section_code_and_raw_row_link,True,,93,True,ordinary_internal,registered reach geometry; frozen river-domain eligibility,-1,registered_monthly_flux_weighted_baseline,month_only_unverified_aggregation,95,-1,Beijiang
东江江口,东江江口,28,22,2023,1,1.35,0.006115128875632602,114.6263,23.4143,formal_2016_2024,[],E:\SPARROW\0_water_quality\data\preprocess\csv\东江江口.csv,86.0,prepared_authoritative_station_csv,missing_section_code_and_raw_row_link,True,,469,True,ordinary_internal,registered reach geometry; frozen river-domain eligibility,-1,registered_monthly_flux_weighted_baseline,month_only_unverified_aggregation,21,-1,Dongjiang
东江江口,东江江口,28,22,2023,2,1.42,0.006115128875632602,114.6263,23.4143,formal_2016_2024,[],E:\SPARROW\0_water_quality\data\preprocess\csv\东江江口.csv,87.0,prepared_authoritative_station_csv,missing_section_code_and_raw_row_link,True,,470,True,ordinary_internal,registered reach geometry; frozen river-domain eligibility,-1,registered_monthly_flux_weighted_baseline,month_only_unverified_aggregation,21,-1,Dongjiang
东江江口,东江江口,28,22,2023,3,1.53,0.006115128875632602,114.6263,23.4143,formal_2016_2024,[],E:\SPARROW\0_water_quality\data\preprocess\csv\东江江口.csv,88.0,prepared_authoritative_station_csv,missing_section_code_and_raw_row_link,True,,471,True,ordinary_internal,registered reach geometry; frozen river-domain eligibility,-1,registered_monthly_flux_weighted_baseline,month_only_unverified_aggregation,21,-1,Dongjiang
东江江口,东江江口,28,22,2023,4,2.78,0.006115128875632602,114.6263,23.4143,formal_2016_2024,[],E:\SPARROW\0_water_quality\data\preprocess\csv\东江江口.csv,89.0,prepared_authoritative_station_csv,missing_section_code_and_raw_row_link,True,,472,True,ordinary_internal,registered reach geometry; frozen river-domain eligibility,-1,registered_monthly_flux_weighted_baseline,month_only_unverified_aggregation,21,-1,Dongjiang
东江江口,东江江口,28,22,2023,5,1.87,0.006115128875632602,114.6263,23.4143,formal_2016_2024,[],E:\SPARROW\0_water_quality\data\preprocess\csv\东江江口.csv,90.0,prepared_authoritative_station_csv,missing_section_code_and_raw_row_link,True,,473,True,ordinary_internal,registered reach geometry; frozen river-domain eligibility,-1,registered_monthly_flux_weighted_baseline,month_only_unverified_aggregation,21,-1,Dongjiang
东江江口,东江江口,28,22,2023,6,1.93,0.006115128875632602,114.6263,23.4143,formal_2016_2024,[],E:\SPARROW\0_water_quality\data\preprocess\csv\东江江口.csv,91.0,prepared_authoritative_station_csv,missing_section_code_and_raw_row_link,True,,474,True,ordinary_internal,registered reach geometry; frozen river-domain eligibility,-1,registered_monthly_flux_weighted_baseline,month_only_unverified_aggregation,21,-1,Dongjiang
东江江口,东江江口,28,22,2023,7,1.46,0.006115128875632602,114.6263,23.4143,formal_2016_2024,[],E:\SPARROW\0_water_quality\data\preprocess\csv\东江江口.csv,92.0,prepared_authoritative_station_csv,missing_section_code_and_raw_row_link,True,,475,True,ordinary_internal,registered reach geometry; frozen river-domain eligibility,-1,registered_monthly_flux_weighted_baseline,month_only_unverified_aggregation,21,-1,Dongjiang
东江江口,东江江口,28,22,2023,8,1.51,0.006115128875632602,114.6263,23.4143,formal_2016_2024,[],E:\SPARROW\0_water_quality\data\preprocess\csv\东江江口.csv,93.0,prepared_authoritative_station_csv,missing_section_code_and_raw_row_link,True,,476,True,ordinary_internal,registered reach geometry; frozen river-domain eligibility,-1,registered_monthly_flux_weighted_baseline,month_only_unverified_aggregation,21,-1,Dongjiang
东江江口,东江江口,28,22,2023,9,2.34,0.006115128875632602,114.6263,23.4143,formal_2016_2024,[],E:\SPARROW\0_water_quality\data\preprocess\csv\东江江口.csv,94.0,prepared_authoritative_station_csv,missing_section_code_and_raw_row_link,True,,477,True,ordinary_internal,registered reach geometry; frozen river-domain eligibility,-1,registered_monthly_flux_weighted_baseline,month_only_unverified_aggregation,21,-1,Dongjiang
东江江口,东江江口,28,22,2023,10,1.56,0.006115128875632602,114.6263,23.4143,formal_2016_2024,[],E:\SPARROW\0_water_quality\data\preprocess\csv\东江江口.csv,95.0,prepared_authoritative_station_csv,missing_section_code_and_raw_row_link,True,,478,True,ordinary_internal,registered reach geometry; frozen river-domain eligibility,-1,registered_monthly_flux_weighted_baseline,month_only_unverified_aggregation,21,-1,Dongjiang
东江江口,东江江口,28,22,2023,11,1.32,0.006115128875632602,114.6263,23.4143,formal_2016_2024,[],E:\SPARROW\0_water_quality\data\preprocess\csv\东江江口.csv,96.0,prepared_authoritative_station_csv,missing_section_code_and_raw_row_link,True,,479,True,ordinary_internal,registered reach geometry; frozen river-domain eligibility,-1,registered_monthly_flux_weighted_baseline,month_only_unverified_aggregation,21,-1,Dongjiang
东江江口,东江江口,28,22,2023,12,1.29,0.006115128875632602,114.6263,23.4143,formal_2016_2024,[],E:\SPARROW\0_water_quality\data\preprocess\csv\东江江口.csv,97.0,prepared_authoritative_station_csv,missing_section_code_and_raw_row_link,True,,480,True,ordinary_internal,registered reach geometry; frozen river-domain eligibility,-1,registered_monthly_flux_weighted_baseline,month_only_unverified_aggregation,21,-1,Dongjiang
兴宁电站,兴宁电站,21,22,2023,1,3.1,0.704669769557591,115.559,24.6451,formal_2016_2024,[],E:\SPARROW\0_water_quality\data\preprocess\csv\兴宁电站.csv,86.0,prepared_authoritative_station_csv,missing_section_code_and_raw_row_link,True,,1449,True,ordinary_internal,registered reach geometry; frozen river-domain eligibility,-1,registered_monthly_flux_weighted_baseline,month_only_unverified_aggregation,92,-1,Dongjiang
兴宁电站,兴宁电站,21,22,2023,2,3.39,0.704669769557591,115.559,24.6451,formal_2016_2024,[],E:\SPARROW\0_water_quality\data\preprocess\csv\兴宁电站.csv,87.0,prepared_authoritative_station_csv,missing_section_code_and_raw_row_link,True,,1450,True,ordinary_internal,registered reach geometry; frozen river-domain eligibility,-1,registered_monthly_flux_weighted_baseline,month_only_unverified_aggregation,92,-1,Dongjiang
兴宁电站,兴宁电站,21,22,2023,3,3.28,0.704669769557591,115.559,24.6451,formal_2016_2024,[],E:\SPARROW\0_water_quality\data\preprocess\csv\兴宁电站.csv,88.0,prepared_authoritative_station_csv,missing_section_code_and_raw_row_link,True,,1451,True,ordinary_internal,registered reach geometry; frozen river-domain eligibility,-1,registered_monthly_flux_weighted_baseline,month_only_unverified_aggregation,92,-1,Dongjiang
兴宁电站,兴宁电站,21,22,2023,4,4.17,0.704669769557591,115.559,24.6451,formal_2016_2024,[],E:\SPARROW\0_water_quality\data\preprocess\csv\兴宁电站.csv,89.0,prepared_authoritative_station_csv,missing_section_code_and_raw_row_link,True,,1452,True,ordinary_internal,registered reach geometry; frozen river-domain eligibility,-1,registered_monthly_flux_weighted_baseline,month_only_unverified_aggregation,92,-1,Dongjiang
兴宁电站,兴宁电站,21,22,2023,5,2.95,0.704669769557591,115.559,24.6451,formal_2016_2024,[],E:\SPARROW\0_water_quality\data\preprocess\csv\兴宁电站.csv,90.0,prepared_authoritative_station_csv,missing_section_code_and_raw_row_link,True,,1453,True,ordinary_internal,registered reach geometry; frozen river-domain eligibility,-1,registered_monthly_flux_weighted_baseline,month_only_unverified_aggregation,92,-1,Dongjiang
兴宁电站,兴宁电站,21,22,2023,6,2.79,0.704669769557591,115.559,24.6451,formal_2016_2024,[],E:\SPARROW\0_water_quality\data\preprocess\csv\兴宁电站.csv,91.0,prepared_authoritative_station_csv,missing_section_code_and_raw_row_link,True,,1454,True,ordinary_internal,registered reach geometry; frozen river-domain eligibility,-1,registered_monthly_flux_weighted_baseline,month_only_unverified_aggregation,92,-1,Dongjiang
兴宁电站,兴宁电站,21,22,2023,7,2.35,0.704669769557591,115.559,24.6451,formal_2016_2024,[],E:\SPARROW\0_water_quality\data\preprocess\csv\兴宁电站.csv,92.0,prepared_authoritative_station_csv,missing_section_code_and_raw_row_link,True,,1455,True,ordinary_internal,registered reach geometry; frozen river-domain eligibility,-1,registered_monthly_flux_weighted_baseline,month_only_unverified_aggregation,92,-1,Dongjiang
兴宁电站,兴宁电站,21,22,2023,8,2.04,0.704669769557591,115.559,24.6451,formal_2016_2024,[],E:\SPARROW\0_water_quality\data\preprocess\csv\兴宁电站.csv,93.0,prepared_authoritative_station_csv,missing_section_code_and_raw_row_link,True,,1456,True,ordinary_internal,registered reach geometry; frozen river-domain eligibility,-1,registered_monthly_flux_weighted_baseline,month_only_unverified_aggregation,92,-1,Dongjiang
兴宁电站,兴宁电站,21,22,2023,9,2.31,0.704669769557591,115.559,24.6451,formal_2016_2024,[],E:\SPARROW\0_water_quality\data\preprocess\csv\兴宁电站.csv,94.0,prepared_authoritative_station_csv,missing_section_code_and_raw_row_link,True,,1457,True,ordinary_internal,registered reach geometry; frozen river-domain eligibility,-1,registered_monthly_flux_weighted_baseline,month_only_unverified_aggregation,92,-1,Dongjiang
兴宁电站,兴宁电站,21,22,2023,10,2.58,0.704669769557591,115.559,24.6451,formal_2016_2024,[],E:\SPARROW\0_water_quality\data\preprocess\csv\兴宁电站.csv,95.0,prepared_authoritative_station_csv,missing_section_code_and_raw_row_link,True,,1458,True,ordinary_internal,registered reach geometry; frozen river-domain eligibility,-1,registered_monthly_flux_weighted_baseline,month_only_unverified_aggregation,92,-1,Dongjiang
兴宁电站,兴宁电站,21,22,2023,11,2.75,0.704669769557591,115.559,24.6451,formal_2016_2024,[],E:\SPARROW\0_water_quality\data\preprocess\csv\兴宁电站.csv,96.0,prepared_authoritative_station_csv,missing_section_code_and_raw_row_link,True,,1459,True,ordinary_internal,registered reach geometry; frozen river-domain eligibility,-1,registered_monthly_flux_weighted_baseline,month_only_unverified_aggregation,92,-1,Dongjiang
兴宁电站,兴宁电站,21,22,2023,12,3.13,0.704669769557591,115.559,24.6451,formal_2016_2024,[],E:\SPARROW\0_water_quality\data\preprocess\csv\兴宁电站.csv,97.0,prepared_authoritative_station_csv,missing_section_code_and_raw_row_link,True,,1460,True,ordinary_internal,registered reach geometry; frozen river-domain eligibility,-1,registered_monthly_flux_weighted_baseline,month_only_unverified_aggregation,92,-1,Dongjiang
北江石尾,北江石尾,36,56,2023,1,2.32,0.8340810230032492,113.3968,24.1441,formal_2016_2024,[],E:\SPARROW\0_water_quality\data\preprocess\csv\北江石尾.csv,86.0,prepared_authoritative_station_csv,missing_section_code_and_raw_row_link,True,,1757,True,ordinary_internal,registered reach geometry; frozen river-domain eligibility,-1,registered_monthly_flux_weighted_baseline,month_only_unverified_aggregation,59,-1,Beijiang
北江石尾,北江石尾,36,56,2023,2,2.22,0.8340810230032492,113.3968,24.1441,formal_2016_2024,[],E:\SPARROW\0_water_quality\data\preprocess\csv\北江石尾.csv,87.0,prepared_authoritative_station_csv,missing_section_code_and_raw_row_link,True,,1758,True,ordinary_internal,registered reach geometry; frozen river-domain eligibility,-1,registered_monthly_flux_weighted_baseline,month_only_unverified_aggregation,59,-1,Beijiang
北江石尾,北江石尾,36,56,2023,3,2.42,0.8340810230032492,113.3968,24.1441,formal_2016_2024,[],E:\SPARROW\0_water_quality\data\preprocess\csv\北江石尾.csv,88.0,prepared_authoritative_station_csv,missing_section_code_and_raw_row_link,True,,1759,True,ordinary_internal,registered reach geometry; frozen river-domain eligibility,-1,registered_monthly_flux_weighted_baseline,month_only_unverified_aggregation,59,-1,Beijiang
北江石尾,北江石尾,36,56,2023,4,3.0,0.8340810230032492,113.3968,24.1441,formal_2016_2024,[],E:\SPARROW\0_water_quality\data\preprocess\csv\北江石尾.csv,89.0,prepared_authoritative_station_csv,missing_section_code_and_raw_row_link,True,,1760,True,ordinary_internal,registered reach geometry; frozen river-domain eligibility,-1,registered_monthly_flux_weighted_baseline,month_only_unverified_aggregation,59,-1,Beijiang
北江石尾,北江石尾,36,56,2023,5,2.15,0.8340810230032492,113.3968,24.1441,formal_2016_2024,[],E:\SPARROW\0_water_quality\data\preprocess\csv\北江石尾.csv,90.0,prepared_authoritative_station_csv,missing_section_code_and_raw_row_link,True,,1761,True,ordinary_internal,registered reach geometry; frozen river-domain eligibility,-1,registered_monthly_flux_weighted_baseline,month_only_unverified_aggregation,59,-1,Beijiang
北江石尾,北江石尾,36,56,2023,6,2.24,0.8340810230032492,113.3968,24.1441,formal_2016_2024,[],E:\SPARROW\0_water_quality\data\preprocess\csv\北江石尾.csv,91.0,prepared_authoritative_station_csv,missing_section_code_and_raw_row_link,True,,1762,True,ordinary_internal,registered reach geometry; frozen river-domain eligibility,-1,registered_monthly_flux_weighted_baseline,month_only_unverified_aggregation,59,-1,Beijiang
北江石尾,北江石尾,36,56,2023,7,1.73,0.8340810230032492,113.3968,24.1441,formal_2016_2024,[],E:\SPARROW\0_water_quality\data\preprocess\csv\北江石尾.csv,92.0,prepared_authoritative_station_csv,missing_section_code_and_raw_row_link,True,,1763,True,ordinary_internal,registered reach geometry; frozen river-domain eligibility,-1,registered_monthly_flux_weighted_baseline,month_only_unverified_aggregation,59,-1,Beijiang
北江石尾,北江石尾,36,56,2023,8,1.6,0.8340810230032492,113.3968,24.1441,formal_2016_2024,[],E:\SPARROW\0_water_quality\data\preprocess\csv\北江石尾.csv,93.0,prepared_authoritative_station_csv,missing_section_code_and_raw_row_link,True,,1764,True,ordinary_internal,registered reach geometry; frozen river-domain eligibility,-1,registered_monthly_flux_weighted_baseline,month_only_unverified_aggregation,59,-1,Beijiang
北江石尾,北江石尾,36,56,2023,9,1.92,0.8340810230032492,113.3968,24.1441,formal_2016_2024,[],E:\SPARROW\0_water_quality\data\preprocess\csv\北江石尾.csv,94.0,prepared_authoritative_station_csv,missing_section_code_and_raw_row_link,True,,1765,True,ordinary_internal,registered reach geometry; frozen river-domain eligibility,-1,registered_monthly_flux_weighted_baseline,month_only_unverified_aggregation,59,-1,Beijiang
北江石尾,北江石尾,36,56,2023,10,1.9,0.8340810230032492,113.3968,24.1441,formal_2016_2024,[],E:\SPARROW\0_water_quality\data\preprocess\csv\北江石尾.csv,95.0,prepared_authoritative_station_csv,missing_section_code_and_raw_row_link,True,,1766,True,ordinary_internal,registered reach geometry; frozen river-domain eligibility,-1,registered_monthly_flux_weighted_baseline,month_only_unverified_aggregation,59,-1,Beijiang
北江石尾,北江石尾,36,56,2023,11,2.03,0.8340810230032492,113.3968,24.1441,formal_2016_2024,[],E:\SPARROW\0_water_quality\data\preprocess\csv\北江石尾.csv,96.0,prepared_authoritative_station_csv,missing_section_code_and_raw_row_link,True,,1767,True,ordinary_internal,registered reach geometry; frozen river-domain eligibility,-1,registered_monthly_flux_weighted_baseline,month_only_unverified_aggregation,59,-1,Beijiang
北江石尾,北江石尾,36,56,2023,12,2.0,0.8340810230032492,113.3968,24.1441,formal_2016_2024,[],E:\SPARROW\0_water_quality\data\preprocess\csv\北江石尾.csv,97.0,prepared_authoritative_station_csv,missing_section_code_and_raw_row_link,True,,1768,True,ordinary_internal,registered reach geometry; frozen river-domain eligibility,-1,registered_monthly_flux_weighted_baseline,month_only_unverified_aggregation,59,-1,Beijiang
十里亭,十里亭,32,56,2023,1,2.21,0.9375146741806566,113.5409,24.8206,formal_2016_2024,[],E:\SPARROW\0_water_quality\data\preprocess\csv\十里亭.csv,86.0,prepared_authoritative_station_csv,missing_section_code_and_raw_row_link,True,,1876,True,ordinary_internal,registered reach geometry; frozen river-domain eligibility,-1,registered_monthly_flux_weighted_baseline,month_only_unverified_aggregation,94,-1,Beijiang
十里亭,十里亭,32,56,2023,2,1.88,0.9375146741806566,113.5409,24.8206,formal_2016_2024,[],E:\SPARROW\0_water_quality\data\preprocess\csv\十里亭.csv,87.0,prepared_authoritative_station_csv,missing_section_code_and_raw_row_link,True,,1877,True,ordinary_internal,registered reach geometry; frozen river-domain eligibility,-1,registered_monthly_flux_weighted_baseline,month_only_unverified_aggregation,94,-1,Beijiang
十里亭,十里亭,32,56,2023,3,2.21,0.9375146741806566,113.5409,24.8206,formal_2016_2024,[],E:\SPARROW\0_water_quality\data\preprocess\csv\十里亭.csv,88.0,prepared_authoritative_station_csv,missing_section_code_and_raw_row_link,True,,1878,True,ordinary_internal,registered reach geometry; frozen river-domain eligibility,-1,registered_monthly_flux_weighted_baseline,month_only_unverified_aggregation,94,-1,Beijiang
十里亭,十里亭,32,56,2023,4,2.26,0.9375146741806566,113.5409,24.8206,formal_2016_2024,[],E:\SPARROW\0_water_quality\data\preprocess\csv\十里亭.csv,89.0,prepared_authoritative_station_csv,missing_section_code_and_raw_row_link,True,,1879,True,ordinary_internal,registered reach geometry; frozen river-domain eligibility,-1,registered_monthly_flux_weighted_baseline,month_only_unverified_aggregation,94,-1,Beijiang
十里亭,十里亭,32,56,2023,5,1.79,0.9375146741806566,113.5409,24.8206,formal_2016_2024,[],E:\SPARROW\0_water_quality\data\preprocess\csv\十里亭.csv,90.0,prepared_authoritative_station_csv,missing_section_code_and_raw_row_link,True,,1880,True,ordinary_internal,registered reach geometry; frozen river-domain eligibility,-1,registered_monthly_flux_weighted_baseline,month_only_unverified_aggregation,94,-1,Beijiang
十里亭,十里亭,32,56,2023,6,1.74,0.9375146741806566,113.5409,24.8206,formal_2016_2024,[],E:\SPARROW\0_water_quality\data\preprocess\csv\十里亭.csv,91.0,prepared_authoritative_station_csv,missing_section_code_and_raw_row_link,True,,1881,True,ordinary_internal,registered reach geometry; frozen river-domain eligibility,-1,registered_monthly_flux_weighted_baseline,month_only_unverified_aggregation,94,-1,Beijiang
十里亭,十里亭,32,56,2023,7,1.27,0.9375146741806566,113.5409,24.8206,formal_2016_2024,[],E:\SPARROW\0_water_quality\data\preprocess\csv\十里亭.csv,92.0,prepared_authoritative_station_csv,missing_section_code_and_raw_row_link,True,,1882,True,ordinary_internal,registered reach geometry; frozen river-domain eligibility,-1,registered_monthly_flux_weighted_baseline,month_only_unverified_aggregation,94,-1,Beijiang
十里亭,十里亭,32,56,2023,8,1.15,0.9375146741806566,113.5409,24.8206,formal_2016_2024,[],E:\SPARROW\0_water_quality\data\preprocess\csv\十里亭.csv,93.0,prepared_authoritative_station_csv,missing_section_code_and_raw_row_link,True,,1883,True,ordinary_internal,registered reach geometry; frozen river-domain eligibility,-1,registered_monthly_flux_weighted_baseline,month_only_unverified_aggregation,94,-1,Beijiang
十里亭,十里亭,32,56,2023,9,1.08,0.9375146741806566,113.5409,24.8206,formal_2016_2024,[],E:\SPARROW\0_water_quality\data\preprocess\csv\十里亭.csv,94.0,prepared_authoritative_station_csv,missing_section_code_and_raw_row_link,True,,1884,True,ordinary_internal,registered reach geometry; frozen river-domain eligibility,-1,registered_monthly_flux_weighted_baseline,month_only_unverified_aggregation,94,-1,Beijiang
十里亭,十里亭,32,56,2023,10,1.11,0.9375146741806566,113.5409,24.8206,formal_2016_2024,[],E:\SPARROW\0_water_quality\data\preprocess\csv\十里亭.csv,95.0,prepared_authoritative_station_csv,missing_section_code_and_raw_row_link,True,,1885,True,ordinary_internal,registered reach geometry; frozen river-domain eligibility,-1,registered_monthly_flux_weighted_baseline,month_only_unverified_aggregation,94,-1,Beijiang
十里亭,十里亭,32,56,2023,11,1.21,0.9375146741806566,113.5409,24.8206,formal_2016_2024,[],E:\SPARROW\0_water_quality\data\preprocess\csv\十里亭.csv,96.0,prepared_authoritative_station_csv,missing_section_code_and_raw_row_link,True,,1886,True,ordinary_internal,registered reach geometry; frozen river-domain eligibility,-1,registered_monthly_flux_weighted_baseline,month_only_unverified_aggregation,94,-1,Beijiang
十里亭,十里亭,32,56,2023,12,1.21,0.9375146741806566,113.5409,24.8206,formal_2016_2024,[],E:\SPARROW\0_water_quality\data\preprocess\csv\十里亭.csv,97.0,prepared_authoritative_station_csv,missing_section_code_and_raw_row_link,True,,1887,True,ordinary_internal,registered reach geometry; frozen river-domain eligibility,-1,registered_monthly_flux_weighted_baseline,month_only_unverified_aggregation,94,-1,Beijiang
古市,古市,10,56,2023,2,1.28,0.7262476926759843,114.2273,25.0561,formal_2016_2024,[],E:\SPARROW\0_water_quality\data\preprocess\csv\古市.csv,87.0,prepared_authoritative_station_csv,missing_section_code_and_raw_row_link,True,,2478,True,ordinary_internal,registered reach geometry; frozen river-domain eligibility,-1,registered_monthly_flux_weighted_baseline,month_only_unverified_aggregation,63,-1,Beijiang
古市,古市,10,56,2023,4,1.61,0.7262476926759843,114.2273,25.0561,formal_2016_2024,[],E:\SPARROW\0_water_quality\data\preprocess\csv\古市.csv,89.0,prepared_authoritative_station_csv,missing_section_code_and_raw_row_link,True,,2479,True,ordinary_internal,registered reach geometry; frozen river-domain eligibility,-1,registered_monthly_flux_weighted_baseline,month_only_unverified_aggregation,63,-1,Beijiang
古市,古市,10,56,2023,7,0.96,0.7262476926759843,114.2273,25.0561,formal_2016_2024,[],E:\SPARROW\0_water_quality\data\preprocess\csv\古市.csv,92.0,prepared_authoritative_station_csv,missing_section_code_and_raw_row_link,True,,2480,True,ordinary_internal,registered reach geometry; frozen river-domain eligibility,-1,registered_monthly_flux_weighted_baseline,month_only_unverified_aggregation,63,-1,Beijiang
古市,古市,10,56,2023,10,1.06,0.7262476926759843,114.2273,25.0561,formal_2016_2024,[],E:\SPARROW\0_water_quality\data\preprocess\csv\古市.csv,95.0,prepared_authoritative_station_csv,missing_section_code_and_raw_row_link,True,,2481,True,ordinary_internal,registered reach geometry; frozen river-domain eligibility,-1,registered_monthly_flux_weighted_baseline,month_only_unverified_aggregation,63,-1,Beijiang
官渡,官渡,11,56,2023,2,3.88,0.5752421550755575,113.8462,24.275,formal_2016_2024,[],E:\SPARROW\0_water_quality\data\preprocess\csv\官渡.csv,87.0,prepared_authoritative_station_csv,missing_section_code_and_raw_row_link,True,,3086,True,ordinary_internal,registered reach geometry; frozen river-domain eligibility,-1,registered_monthly_flux_weighted_baseline,month_only_unverified_aggregation,64,-1,Beijiang
官渡,官渡,11,56,2023,4,2.78,0.5752421550755575,113.8462,24.275,formal_2016_2024,[],E:\SPARROW\0_water_quality\data\preprocess\csv\官渡.csv,89.0,prepared_authoritative_station_csv,missing_section_code_and_raw_row_link,True,,3087,True,ordinary_internal,registered reach geometry; frozen river-domain eligibility,-1,registered_monthly_flux_weighted_baseline,month_only_unverified_aggregation,64,-1,Beijiang
